id_ruta,operador,tiempo_estimado,fecha_planificacion,n_operadores,meta_horas,prob_extra,makespan_simulado
258,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
257,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
256,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
255,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
254,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
253,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
252,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
213,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
212,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
211,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
209,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
207,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
201,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
1259,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
315,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
313,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
312,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
311,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
310,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
309,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
308,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
307,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
306,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
304,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
303,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
301,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9435,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9434,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9426,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9425,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9424,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9422,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9419,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9390,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9371,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9370,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9359,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9355,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9353,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9345,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9340,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9339,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9337,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9333,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9326,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9320,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9312,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9311,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9310,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
9305,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
8257,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
8256,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
8251,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
8002,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7741,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7739,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7735,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7733,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7731,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7729,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7728,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7727,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7723,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7716,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7710,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7702,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7693,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7692,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7690,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7681,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7680,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7677,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7675,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7672,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7663,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7659,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7651,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7649,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7645,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7643,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7642,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7640,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7637,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7634,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7631,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7627,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7626,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7624,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7623,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7615,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7612,Operador 3,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7604,Operador 1,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
7601,Operador 2,5.0,20260719_2015,3,8.0,0.0125,368.1598985145551
266,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
264,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
263,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
261,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
260,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
258,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
257,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
256,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
255,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
254,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
253,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
252,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
213,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
212,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
211,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
209,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
207,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
201,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
1259,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
315,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
313,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
312,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
311,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
310,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
309,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
308,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
307,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
306,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
304,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
303,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
301,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9435,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9434,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9426,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9425,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9424,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9422,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9419,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9390,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9371,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9370,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9359,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9355,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9353,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9345,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9340,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9339,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9337,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9333,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9326,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9320,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9312,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9311,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9310,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
9305,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
8257,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
8256,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
8251,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
8002,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7741,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7739,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7735,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7733,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7731,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7729,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7728,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7727,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7723,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7716,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7710,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7702,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7693,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7692,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7690,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7681,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7680,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7677,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7675,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7672,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7663,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7659,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7651,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7649,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7645,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7643,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7642,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7640,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7637,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7634,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7631,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7627,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7626,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7624,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7623,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7615,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7612,Operador 3,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7604,Operador 1,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
7601,Operador 2,5.0,20260719_2017,3,8.0,0.011,370.8580112725053
8257,Operador 1,48.1,20260719_2021,3,8.0,1.0,694.882194223858
8256,Operador 2,36.7,20260719_2021,3,8.0,1.0,694.882194223858
8251,Operador 3,35.9,20260719_2021,3,8.0,1.0,694.882194223858
209,Operador 3,35.4,20260719_2021,3,8.0,1.0,694.882194223858
7604,Operador 2,33.7,20260719_2021,3,8.0,1.0,694.882194223858
312,Operador 1,28.6,20260719_2021,3,8.0,1.0,694.882194223858
301,Operador 2,28.4,20260719_2021,3,8.0,1.0,694.882194223858
211,Operador 3,27.7,20260719_2021,3,8.0,1.0,694.882194223858
212,Operador 1,27.7,20260719_2021,3,8.0,1.0,694.882194223858
260,Operador 2,27.6,20260719_2021,3,8.0,1.0,694.882194223858
207,Operador 3,27.0,20260719_2021,3,8.0,1.0,694.882194223858
311,Operador 1,26.4,20260719_2021,3,8.0,1.0,694.882194223858
201,Operador 3,26.1,20260719_2021,3,8.0,1.0,694.882194223858
303,Operador 2,25.6,20260719_2021,3,8.0,1.0,694.882194223858
8002,Operador 1,25.4,20260719_2021,3,8.0,1.0,694.882194223858
7663,Operador 2,25.1,20260719_2021,3,8.0,1.0,694.882194223858
1259,Operador 3,24.6,20260719_2021,3,8.0,1.0,694.882194223858
306,Operador 1,24.5,20260719_2021,3,8.0,1.0,694.882194223858
261,Operador 3,23.0,20260719_2021,3,8.0,1.0,694.882194223858
252,Operador 2,23.0,20260719_2021,3,8.0,1.0,694.882194223858
308,Operador 1,22.2,20260719_2021,3,8.0,1.0,694.882194223858
304,Operador 3,22.2,20260719_2021,3,8.0,1.0,694.882194223858
310,Operador 2,21.8,20260719_2021,3,8.0,1.0,694.882194223858
7642,Operador 1,21.5,20260719_2021,3,8.0,1.0,694.882194223858
307,Operador 2,21.1,20260719_2021,3,8.0,1.0,694.882194223858
7692,Operador 3,20.2,20260719_2021,3,8.0,1.0,694.882194223858
264,Operador 1,20.0,20260719_2021,3,8.0,1.0,694.882194223858
7681,Operador 3,19.9,20260719_2021,3,8.0,1.0,694.882194223858
257,Operador 2,19.7,20260719_2021,3,8.0,1.0,694.882194223858
256,Operador 1,19.5,20260719_2021,3,8.0,1.0,694.882194223858
254,Operador 3,19.3,20260719_2021,3,8.0,1.0,694.882194223858
253,Operador 2,19.2,20260719_2021,3,8.0,1.0,694.882194223858
313,Operador 1,18.6,20260719_2021,3,8.0,1.0,694.882194223858
7612,Operador 3,18.5,20260719_2021,3,8.0,1.0,694.882194223858
7672,Operador 2,18.5,20260719_2021,3,8.0,1.0,694.882194223858
7623,Operador 1,18.4,20260719_2021,3,8.0,1.0,694.882194223858
309,Operador 3,18.3,20260719_2021,3,8.0,1.0,694.882194223858
7723,Operador 2,18.1,20260719_2021,3,8.0,1.0,694.882194223858
255,Operador 1,18.0,20260719_2021,3,8.0,1.0,694.882194223858
7631,Operador 3,18.0,20260719_2021,3,8.0,1.0,694.882194223858
263,Operador 2,17.9,20260719_2021,3,8.0,1.0,694.882194223858
7645,Operador 1,17.4,20260719_2021,3,8.0,1.0,694.882194223858
7624,Operador 3,16.9,20260719_2021,3,8.0,1.0,694.882194223858
7649,Operador 1,16.6,20260719_2021,3,8.0,1.0,694.882194223858
7626,Operador 2,16.6,20260719_2021,3,8.0,1.0,694.882194223858
258,Operador 1,16.3,20260719_2021,3,8.0,1.0,694.882194223858
213,Operador 2,15.6,20260719_2021,3,8.0,1.0,694.882194223858
315,Operador 3,15.1,20260719_2021,3,8.0,1.0,694.882194223858
7637,Operador 3,14.8,20260719_2021,3,8.0,1.0,694.882194223858
7680,Operador 2,14.7,20260719_2021,3,8.0,1.0,694.882194223858
7640,Operador 1,14.4,20260719_2021,3,8.0,1.0,694.882194223858
7627,Operador 3,14.2,20260719_2021,3,8.0,1.0,694.882194223858
7634,Operador 2,13.8,20260719_2021,3,8.0,1.0,694.882194223858
7677,Operador 1,13.7,20260719_2021,3,8.0,1.0,694.882194223858
7735,Operador 2,13.6,20260719_2021,3,8.0,1.0,694.882194223858
7733,Operador 3,12.9,20260719_2021,3,8.0,1.0,694.882194223858
7739,Operador 1,12.4,20260719_2021,3,8.0,1.0,694.882194223858
9333,Operador 1,11.6,20260719_2021,3,8.0,1.0,694.882194223858
7741,Operador 3,11.5,20260719_2021,3,8.0,1.0,694.882194223858
7651,Operador 2,11.5,20260719_2021,3,8.0,1.0,694.882194223858
7729,Operador 1,11.1,20260719_2021,3,8.0,1.0,694.882194223858
9311,Operador 3,11.0,20260719_2021,3,8.0,1.0,694.882194223858
7728,Operador 2,10.9,20260719_2021,3,8.0,1.0,694.882194223858
7716,Operador 1,10.7,20260719_2021,3,8.0,1.0,694.882194223858
7601,Operador 3,10.7,20260719_2021,3,8.0,1.0,694.882194223858
7731,Operador 2,10.4,20260719_2021,3,8.0,1.0,694.882194223858
7727,Operador 1,10.3,20260719_2021,3,8.0,1.0,694.882194223858
7675,Operador 3,10.1,20260719_2021,3,8.0,1.0,694.882194223858
9424,Operador 2,9.8,20260719_2021,3,8.0,1.0,694.882194223858
7690,Operador 2,9.8,20260719_2021,3,8.0,1.0,694.882194223858
9435,Operador 1,9.7,20260719_2021,3,8.0,1.0,694.882194223858
7693,Operador 3,9.7,20260719_2021,3,8.0,1.0,694.882194223858
266,Operador 2,9.7,20260719_2021,3,8.0,1.0,694.882194223858
9310,Operador 1,9.5,20260719_2021,3,8.0,1.0,694.882194223858
7643,Operador 3,9.3,20260719_2021,3,8.0,1.0,694.882194223858
9312,Operador 3,9.2,20260719_2021,3,8.0,1.0,694.882194223858
9371,Operador 2,9.1,20260719_2021,3,8.0,1.0,694.882194223858
7659,Operador 1,9.1,20260719_2021,3,8.0,1.0,694.882194223858
7615,Operador 3,7.9,20260719_2021,3,8.0,1.0,694.882194223858
9320,Operador 1,7.9,20260719_2021,3,8.0,1.0,694.882194223858
9419,Operador 2,7.7,20260719_2021,3,8.0,1.0,694.882194223858
7702,Operador 2,6.6,20260719_2021,3,8.0,1.0,694.882194223858
9326,Operador 3,5.1,20260719_2021,3,8.0,1.0,694.882194223858
7710,Operador 1,5.0,20260719_2021,3,8.0,1.0,694.882194223858
9434,Operador 1,5.0,20260719_2021,3,8.0,1.0,694.882194223858
9426,Operador 3,5.0,20260719_2021,3,8.0,1.0,694.882194223858
9390,Operador 2,5.0,20260719_2021,3,8.0,1.0,694.882194223858
9355,Operador 1,5.0,20260719_2021,3,8.0,1.0,694.882194223858
9425,Operador 3,5.0,20260719_2021,3,8.0,1.0,694.882194223858
9422,Operador 2,5.0,20260719_2021,3,8.0,1.0,694.882194223858
9345,Operador 1,5.0,20260719_2021,3,8.0,1.0,694.882194223858
9340,Operador 3,5.0,20260719_2021,3,8.0,1.0,694.882194223858
9339,Operador 2,5.0,20260719_2021,3,8.0,1.0,694.882194223858
9353,Operador 1,5.0,20260719_2021,3,8.0,1.0,694.882194223858
9337,Operador 3,5.0,20260719_2021,3,8.0,1.0,694.882194223858
9305,Operador 2,5.0,20260719_2021,3,8.0,1.0,694.882194223858
9359,Operador 1,5.0,20260719_2021,3,8.0,1.0,694.882194223858
9370,Operador 3,5.0,20260719_2021,3,8.0,1.0,694.882194223858
8257,Operador 1,48.7,20260719_2026,4,8.0,1.0,655.9295750993122
8256,Operador 2,37.7,20260719_2026,4,8.0,1.0,655.9295750993122
8251,Operador 3,35.7,20260719_2026,4,8.0,1.0,655.9295750993122
209,Operador 4,34.3,20260719_2026,4,8.0,1.0,655.9295750993122
7604,Operador 4,33.2,20260719_2026,4,8.0,1.0,655.9295750993122
312,Operador 3,28.4,20260719_2026,4,8.0,1.0,655.9295750993122
301,Operador 2,28.4,20260719_2026,4,8.0,1.0,655.9295750993122
212,Operador 1,28.3,20260719_2026,4,8.0,1.0,655.9295750993122
211,Operador 3,27.8,20260719_2026,4,8.0,1.0,655.9295750993122
260,Operador 2,27.4,20260719_2026,4,8.0,1.0,655.9295750993122
207,Operador 4,27.1,20260719_2026,4,8.0,1.0,655.9295750993122
311,Operador 1,26.5,20260719_2026,4,8.0,1.0,655.9295750993122
201,Operador 3,25.6,20260719_2026,4,8.0,1.0,655.9295750993122
8002,Operador 2,25.3,20260719_2026,4,8.0,1.0,655.9295750993122
7663,Operador 4,25.1,20260719_2026,4,8.0,1.0,655.9295750993122
303,Operador 1,25.0,20260719_2026,4,8.0,1.0,655.9295750993122
1259,Operador 3,24.1,20260719_2026,4,8.0,1.0,655.9295750993122
306,Operador 2,23.4,20260719_2026,4,8.0,1.0,655.9295750993122
252,Operador 4,23.0,20260719_2026,4,8.0,1.0,655.9295750993122
308,Operador 1,22.6,20260719_2026,4,8.0,1.0,655.9295750993122
261,Operador 3,22.4,20260719_2026,4,8.0,1.0,655.9295750993122
304,Operador 2,21.6,20260719_2026,4,8.0,1.0,655.9295750993122
310,Operador 4,20.8,20260719_2026,4,8.0,1.0,655.9295750993122
257,Operador 1,20.7,20260719_2026,4,8.0,1.0,655.9295750993122
7642,Operador 4,20.5,20260719_2026,4,8.0,1.0,655.9295750993122
307,Operador 2,20.3,20260719_2026,4,8.0,1.0,655.9295750993122
254,Operador 3,19.6,20260719_2026,4,8.0,1.0,655.9295750993122
264,Operador 1,19.6,20260719_2026,4,8.0,1.0,655.9295750993122
7612,Operador 3,19.5,20260719_2026,4,8.0,1.0,655.9295750993122
7681,Operador 4,19.1,20260719_2026,4,8.0,1.0,655.9295750993122
256,Operador 2,19.0,20260719_2026,4,8.0,1.0,655.9295750993122
7692,Operador 1,19.0,20260719_2026,4,8.0,1.0,655.9295750993122
253,Operador 4,18.9,20260719_2026,4,8.0,1.0,655.9295750993122
313,Operador 2,18.6,20260719_2026,4,8.0,1.0,655.9295750993122
7672,Operador 3,18.5,20260719_2026,4,8.0,1.0,655.9295750993122
7623,Operador 1,18.3,20260719_2026,4,8.0,1.0,655.9295750993122
263,Operador 3,18.2,20260719_2026,4,8.0,1.0,655.9295750993122
255,Operador 2,18.1,20260719_2026,4,8.0,1.0,655.9295750993122
309,Operador 4,18.1,20260719_2026,4,8.0,1.0,655.9295750993122
7723,Operador 1,18.1,20260719_2026,4,8.0,1.0,655.9295750993122
258,Operador 2,17.7,20260719_2026,4,8.0,1.0,655.9295750993122
7645,Operador 3,17.6,20260719_2026,4,8.0,1.0,655.9295750993122
213,Operador 4,17.1,20260719_2026,4,8.0,1.0,655.9295750993122
7626,Operador 1,17.0,20260719_2026,4,8.0,1.0,655.9295750993122
7631,Operador 4,16.9,20260719_2026,4,8.0,1.0,655.9295750993122
7624,Operador 2,16.3,20260719_2026,4,8.0,1.0,655.9295750993122
7649,Operador 3,16.2,20260719_2026,4,8.0,1.0,655.9295750993122
7637,Operador 1,15.9,20260719_2026,4,8.0,1.0,655.9295750993122
7680,Operador 3,15.3,20260719_2026,4,8.0,1.0,655.9295750993122
315,Operador 2,14.8,20260719_2026,4,8.0,1.0,655.9295750993122
7627,Operador 4,14.4,20260719_2026,4,8.0,1.0,655.9295750993122
7640,Operador 1,14.3,20260719_2026,4,8.0,1.0,655.9295750993122
7677,Operador 4,14.1,20260719_2026,4,8.0,1.0,655.9295750993122
7739,Operador 2,13.6,20260719_2026,4,8.0,1.0,655.9295750993122
7735,Operador 3,13.6,20260719_2026,4,8.0,1.0,655.9295750993122
7634,Operador 1,13.1,20260719_2026,4,8.0,1.0,655.9295750993122
7733,Operador 2,12.1,20260719_2026,4,8.0,1.0,655.9295750993122
9333,Operador 4,11.6,20260719_2026,4,8.0,1.0,655.9295750993122
7741,Operador 3,11.5,20260719_2026,4,8.0,1.0,655.9295750993122
7651,Operador 1,11.5,20260719_2026,4,8.0,1.0,655.9295750993122
7731,Operador 3,11.0,20260719_2026,4,8.0,1.0,655.9295750993122
9311,Operador 4,11.0,20260719_2026,4,8.0,1.0,655.9295750993122
7601,Operador 2,11.0,20260719_2026,4,8.0,1.0,655.9295750993122
7728,Operador 1,10.9,20260719_2026,4,8.0,1.0,655.9295750993122
7729,Operador 3,10.8,20260719_2026,4,8.0,1.0,655.9295750993122
7716,Operador 4,10.7,20260719_2026,4,8.0,1.0,655.9295750993122
7690,Operador 2,10.7,20260719_2026,4,8.0,1.0,655.9295750993122
7675,Operador 1,10.5,20260719_2026,4,8.0,1.0,655.9295750993122
7727,Operador 4,10.4,20260719_2026,4,8.0,1.0,655.9295750993122
9310,Operador 3,10.2,20260719_2026,4,8.0,1.0,655.9295750993122
9424,Operador 2,9.8,20260719_2026,4,8.0,1.0,655.9295750993122
7693,Operador 1,9.7,20260719_2026,4,8.0,1.0,655.9295750993122
266,Operador 2,9.7,20260719_2026,4,8.0,1.0,655.9295750993122
7659,Operador 3,9.3,20260719_2026,4,8.0,1.0,655.9295750993122
9435,Operador 4,9.3,20260719_2026,4,8.0,1.0,655.9295750993122
9320,Operador 1,9.2,20260719_2026,4,8.0,1.0,655.9295750993122
9312,Operador 3,9.2,20260719_2026,4,8.0,1.0,655.9295750993122
9371,Operador 2,9.1,20260719_2026,4,8.0,1.0,655.9295750993122
7643,Operador 4,8.8,20260719_2026,4,8.0,1.0,655.9295750993122
9419,Operador 1,7.7,20260719_2026,4,8.0,1.0,655.9295750993122
7615,Operador 4,7.3,20260719_2026,4,8.0,1.0,655.9295750993122
